화장실명,구분명,소재지도로명주소,소재지지번주소,개방시간,개방시간상세,비상벨설치여부,전화번호,위도,경도
서귀포학생문화원,개방화장실,제주특별자치도 서귀포시 중앙로150번길4-1,,정시,09:00~18:00,Y,0647304517,33.2586197,126.5619523
대륜동주민센터,개방화장실,제주특별자치도 서귀포시 일주동로 9185,,정시,09:00~18:00,Y,0647604771,33.2481875,126.5111842
민우상가(구월드컵PC촌),개방화장실,제주특별자치도 서귀포시 법환동 748,,상시,,Y,0647606535,33.2507286,126.5094853
논짓물,개방화장실,제주특별자치도 서귀포시 예래해안로253,,상시,,Y,0647604863,33.2367604,126.3885510
동부농업기술센터 농기계임대사업소 분소(성읍)2층,개방화장실,제주특별자치도 제주특별자치도 서귀포시 표선면 성읍리 434-3,,정시,09:00~18:00,N,0647607613,33.4009132,126.8091371
감귤박물관 뮤지엄숍 화장실,개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,상시,,Y,0647606400,33.2715930,126.6074285
감귤박물관 야외화장실,개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,상시,,Y,0647606400,33.2715930,126.6074285
서귀포자연휴양림3,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
신풍보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 풍천로192번길 40-1,,정시,09:00~18:00,N,0647606379,33.3612111,126.8388508
위미문화의 집,개방화장실,제주특별자치도 남원읍 태위로 105,,정시,09:00~18:00,Y,0647604198,33.2750105,126.6585881
동부노인복지회관,개방화장실,제주특별자치도 남원읍 남한로 67,,정시,09:00~18:00,Y,0647604136,33.2842655,126.7148724
제다원초가집,개방화장실,제주특별자치도 남원읍 하례리 1559-1,,정시,09:00~18:00,Y,0647607815,33.2881261,126.6102678
고정화할망집,개방화장실,제주특별자치도 서귀포시 성산읍 난산로41번길 74-1,,정시,09:00~18:00,N,0647603943,33.3979644,126.8647375
하효항 화장실,개방화장실,제주특별자치도  서귀포시 하효동 999,,상시,,Y,0647604642,33.2505830,126.6208832
오조리 올레길 공중화장실,개방화장실,제주특별자치도 서귀포시 성산읍 오조리 214,,상시,,Y,0647604262,33.4620761,126.9192434
중앙도서관,개방화장실,제주특별자치도  서귀포시 김정문화로 32,,정시,08:00~23:00,N,0647603682,33.2514162,126.5076206
엉또폭포,개방화장실,제주특별자치도 서귀포시 강정동 1561-1,,상시,,Y,0647606535,33.2671230,126.4979708
서귀포오일시장-1,공중화장실,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,상시,,Y,0647602634,33.2665213,126.5732903
정난주마리아묘?,개방화장실,제주특별자치도 서귀포시 대정읍 추사로247번길 102,,정시,09:00~18:00,N,0647603943,33.2535555,126.2607716
삼달보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 삼달로 215,,정시,09:00~18:00,N,0647606381,33.3742666,126.8467640
88체육관(올림픽기념국민생활관),개방화장실,제주특별자치도 서귀포시 중산간서로 97 (강정동),,정시,06:00~22:00,Y,0647603658,33.2611801,126.4995073
제주스타치㈜,개방화장실,제주특별자치도 서귀포시 표선면 일주동로5661번길 58,,상시,,N,0647603943,33.3354528,126.8464835
하효청소년문화의집,개방화장실,제주특별자치도 서귀포시 하효중앙로 132,,정시,09:00~20:00,Y,0647604888,33.2620195,126.6189108
안덕체육관(본관),개방화장실,제주특별자치도 안덕면 화순서서로 59,,정시,09:00~18:00,Y,0647604312,33.2549408,126.3285704
서귀포천문과학문화관,개방화장실,제주특별자치도 서귀포시 1100로 506-1,,정시,14:00~22:00,Y,0647606492,33.2888520,126.4604137
성산일출봉,개방화장실,제주특별자치도  서귀포시 성산읍 성산리 114-3,,정시,07:00~20:00,Y,0647107922,33.4620443,126.9352943
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
토산2리게이트볼장,개방화장실,제주특별자치도 서귀포시 표선면 토산리 427-4,,상시,,N,0647603943,33.3070575,126.7819049
5코스 안내소,개방화장실,제주특별자치도 서귀포시 남원읍 남원리 91-6,,상시,,Y,0647603943,33.2778088,126.7196633
표선해수욕장(주차장),개방화장실,제주특별자치도 민속해안로 592,,상시,,Y,0647604463,33.3256339,126.8424107
걸매축구장-2,개방화장실,제주특별자치도 서귀포시서홍로 4-26 걸매축구장,,상시,,Y,0647603319,33.2491966,126.5545014
영실 관리사무소 화장실,개방화장실,제주특별자치도 서귀포시 영실로 246,,상시,,Y,0647107826,33.3401037,126.4805131
민속촌주차장,개방화장실,제주특별자치도 서귀포시 표선면 표선리 40-77,,상시,,Y,0647602654,33.3242692,126.8431868
모슬포낚시편의점,개방화장실,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3,,정시,05:00~22:00,N,0647603943,33.2116752,126.2570271
바람의언덕초가집,개방화장실,제주특별자치도 중산간동로 7327,,정시,09:00~18:00,Y,0647607815,33.2891088,126.6112149
서귀포시자기주도학습지원센터,개방화장실,제주특별자치도 서귀포시 동홍중앙로7번길 19,,정시,09:00~18:00,Y,0647603962,33.2512952,126.5703232
충남식당,개방화장실,제주특별자치도 서귀포시 성산읍 성산등용로 94,,정시,07:00~18:00,N,0647603943,33.4698350,126.9300520
서광동리곶자왈,개방화장실,제주특별자치도 안덕면 서광리 산 6,,상시,,Y,0647604363,33.2820754,126.3367549
IUCN 나눔의 숲,개방화장실,제주특별자치도 서귀포시 안덕면 동광리 786-1,,정시,09:00~18:00,Y,0647102854,33.3048632,126.3413159
성산생활체육관(국민체육센터),개방화장실,제주특별자치도 서귀포시 성산읍 일주동로 4024,,정시,09:00~18:00,Y,0647842274,33.4667462,126.9045603
삼매봉,개방화장실,제주특별자치도 서귀포시 호근동 321,,상시,,Y,0647606535,33.2439278,126.5459312
화순곶자왈,개방화장실,제주특별자치도 안덕면 화순서동로 151,,상시,,Y,0647604363,33.2634799,126.3323639
제남아동센터,개방화장실,제주특별자치도 서귀포시 서호호근로 183-11(서호동),,상시,,N,0647603943,33.2633634,126.5210355
가시보건진료소,개방화장실,제주특별자치도 서귀포시 표선면 가시로613번길 56-1,,정시,09:00~18:00,N,0647606378,33.3541034,126.7712611
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
대청공원 공중화장실,개방화장실,제주특별자치도 서귀포시 신서로38,,상시,,Y,0647603193,33.2534051,126.5051655
동부보건소,개방화장실,제주특별자치도 서귀포시 남원읍 태위로 527,,정시,09:00~18:00,N,0647606115,33.2756285,126.7034249
샛기정공원 화장실,개방화장실,제주특별자치도 서귀포시 태평로 330,,상시,,Y,0647604603,33.2468225,126.5564910
